657,34.774531,-96.6783449
510,41.0814447,-81.5190053
525,31.5785074,-84.155741
644,31.3112936,-92.4451371
583,45.0616794,-83.4327528
574,40.5186809,-78.3947359
634,35.2219971,-101.8312969
679,42.02335,-93.625622
743,61.2180556,-149.9002778
567,34.5034394,-82.6501332
658,44.2619309,-88.4153847
524,33.7489954,-84.3879824
500,44.0978509,-70.2311655
520,33.47,-81.975
611,43.6666296,-92.9746367
635,30.267153,-97.7430608
800,35.3732921,-119.0187125
512,39.2903848,-76.6121893
537,44.8011821,-68.7778138
716,30.4507462,-91.154551
563,42.3211522,-85.1797142
513,43.5944677,-83.8888647
821,44.0581728,-121.3153096
756,45.7832856,-108.5006904
502,42.0986867,-75.9179738
630,33.5206608,-86.80249
675,40.4842027,-88.9936873
757,43.613739,-116.237651
736,36.9903199,-86.4436018
754,45.68346,-111.050499
625,30.6743643,-96.3699632
514,42.8864468,-78.8783689
540,44.2519526,-85.4011619
510,40.7989473,-81.378447
648,39.8403147,-88.9548001
519,32.7765656,-79.9309216
517,35.2270869,-80.8431267
584,38.0293059,-78.4766781
575,35.0456297,-85.3096801
602,41.850033,-87.6500523
515,39.1361111,-84.5030556
531,36.472723,-82.4106862
546,34.0007104,-81.0348144
522,32.4609764,-84.9877094
535,39.9611755,-82.9987942
600,27.8005828,-97.396381
542,39.7589478,-84.1916069
691,34.6059253,-86.9833417
648,39.8403147,-88.9548001
751,39.7391536,-104.9847034
505,42.331427,-83.0457538
687,46.8791756,-102.7896242
606,31.2232313,-85.3904888
560,35.9940329,-78.898619
702,44.811349,-91.4984941
771,32.792,-115.5630514
628,33.210973,-92.665901
765,31.7587198,-106.4869314
588,41.6819935,-85.9766671
565,42.0897965,-76.8077338
516,42.1292241,-80.085059
801,44.0520691,-123.0867536
802,40.8020712,-124.1636729
649,37.9747644,-87.5558482
745,64.8377778,-147.7163889
560,35.0526641,-78.8783585
691,34.79981,-87.677251
528,26.1223084,-80.1433786
548,27.4467056,-80.3256056
686,30.4057552,-86.618842
509,41.1306041,-85.1288597
623,32.725409,-97.3208496
592,29.6516344,-82.3248262
798,47.108491,-104.710419
755,47.5002354,-111.3008083
647,33.4101161,-91.0617735
746,30.3674198,-89.0928155
511,39.6417629,-77.7199932
569,38.4495688,-78.8689155
533,41.7637111,-72.6850932
766,46.595805,-112.027031
543,42.2042586,-72.6162009
744,21.3069444,-157.8583333
618,29.7628844,-95.3830615
564,38.4192496,-82.445154
678,38.0608445,-97.9297743
527,39.7683765,-86.1580423
637,41.677204,-91.5162792
639,35.6145169,-88.8139469
718,32.2987573,-90.1848103
561,30.3321838,-81.655651
604,38.5767017,-92.1735164
734,35.8422967,-90.704279
747,58.3019444,-134.4197222
616,39.0997265,-94.5785667
722,40.699959,-99.083107
810,46.2112458,-119.1372338
717,40.402525,-91.394372
631,40.1947539,-92.5832496
813,42.224867,-121.7816704
557,35.9606384,-83.9207392
582,40.4167022,-86.8752869
642,30.2240897,-92.0198427
643,30.2265949,-93.2173758
551,42.732535,-84.5555347
749,27.506407,-99.5075421
839,36.114646,-115.172816
710,31.6940509,-89.1306124
627,34.6086854,-98.3903305
541,38.0317136,-84.4951359
558,40.742551,-84.1052256
709,32.5007037,-94.7404891
803,34.0522342,-118.2436849
529,38.2542376,-85.759407
651,33.5778631,-101.8551665
709,31.3382406,-94.729097
573,37.4137536,-79.1422464
503,32.8406946,-83.6324022
669,43.0730517,-89.4012302
506,42.9956397,-71.4547891
737,44.1635775,-93.9993996
553,46.5435442,-87.395417
636,26.2034071,-98.2300124
534,28.0836269,-80.6081089
640,35.1495343,-90.0489801
711,32.3643098,-88.703656
633,31.9973456,-102.0779146
617,43.0389025,-87.9064736
762,46.872146,-113.9939982
725,43.7094283,-98.0297992
862,37.6390972,-120.9968782
682,41.5067003,-90.5151342
698,32.3668052,-86.2999689
773,38.4783198,-107.8761738
632,38.3172714,-88.9031201
570,33.6890603,-78.8866943
709,31.6035129,-94.6554874
571,26.1420358,-81.7948103
659,36.1658899,-86.7844432
521,41.6362152,-70.934205
533,41.3081527,-72.9281577
622,29.9647222,-90.0705556
501,40.7142691,-74.0059729
544,36.9787588,-76.428003
740,41.1238873,-100.7654232
559,37.9723339,-81.1487135
650,35.4675602,-97.5164276
652,41.254006,-95.999258
804,33.8302961,-116.5452921
656,30.1588129,-85.6602058
597,39.2667418,-81.5615135
686,30.421309,-87.2169149
686,30.421309,-87.2169149
556,37.2279279,-77.4019267
504,39.952335,-75.163789
753,33.4483771,-112.0740373
693,34.2284312,-92.0031955
603,37.410884,-94.70496
508,40.4406248,-79.9958864
523,44.6994873,-73.4529124
758,42.8713032,-112.4455344
692,29.8849504,-93.939947
820,45.5234515,-122.6762071
552,46.681153,-68.0158615
752,38.2544472,-104.6091409
764,44.0805434,-103.2310149
868,40.5865396,-122.3916754
811,39.5296329,-119.8138027
705,45.6366228,-89.4120753
767,43.0249592,-108.3801036
538,43.1547845,-77.6155567
610,42.2711311,-89.0939952
670,36.3320196,-94.1185366
828,36.6777372,-121.6555013
576,38.3606736,-75.5993692
770,40.7607793,-111.8910474
661,31.4637723,-100.4370375
641,29.4241219,-98.4936282
825,32.7153292,-117.1572551
807,37.3393857,-121.8949555
855,35.2827524,-120.6596156
790,35.6869752,-105.937799
539,27.3364347,-82.5306527
507,32.0835407,-81.0998342
759,41.86714,-103.660709
577,41.408969,-75.6624122
698,32.4073589,-87.0211007
612,32.5251516,-93.7501789
789,31.5455001,-110.2772856
624,42.4999942,-96.4003069
725,43.5499749,-96.700327
881,47.6587802,-117.4260466
619,37.215326,-93.2982436
648,39.8403147,-88.9548001
638,39.7577778,-94.8363889
609,38.646991,-90.224967
613,44.944167,-93.086075
539,27.782254,-82.667619
554,40.3697905,-80.6339638
676,46.7207737,-92.1040796
662,32.4709519,-100.4059384
555,43.0481221,-76.1474244
819,47.2528768,-122.4442906
581,39.4667034,-87.4139092
530,30.8365815,-83.9787808
547,41.6639383,-83.555212
605,39.0483336,-95.6780371
532,42.7284117,-73.6917851
789,32.2217429,-110.926479
671,36.1539816,-95.992775
760,42.5629668,-114.4608711
526,43.100903,-75.232664
724,46.9233129,-98.0031547
626,28.8052674,-97.0035982
866,36.3302284,-119.2920585
511,38.8951118,-77.0363658
545,35.5465517,-77.0521742
549,43.9747838,-75.9107565
673,33.6076186,-88.6503254
598,39.0384274,-80.467313
627,33.6953791,-98.3088441
687,48.1469683,-103.6179745
550,34.2257255,-77.9447102
518,36.0998596,-80.244216
566,39.9625984,-76.727745
536,41.0997803,-80.6495194
596,39.9403453,-82.0131924
